Gene	In_ML	In_DE	In_MUT	In_STRING	Support_Count
SLC28A1	TRUE	TRUE	FALSE	FALSE	2
TTC18	TRUE	TRUE	FALSE	FALSE	2
MPP2	TRUE	TRUE	FALSE	FALSE	2
DNAI1	TRUE	TRUE	FALSE	FALSE	2
SYT8	TRUE	TRUE	FALSE	FALSE	2
RASGRF1	TRUE	TRUE	FALSE	FALSE	2
FBXO15	TRUE	TRUE	FALSE	FALSE	2
TMEM74	TRUE	TRUE	FALSE	FALSE	2
TDO2	TRUE	TRUE	FALSE	FALSE	2
RGS20	TRUE	TRUE	FALSE	FALSE	2
FLRT3	TRUE	TRUE	FALSE	FALSE	2
SEMA3C	TRUE	TRUE	FALSE	FALSE	2
TNN	TRUE	TRUE	FALSE	FALSE	2
CGA	TRUE	TRUE	FALSE	FALSE	2
EGR3	TRUE	TRUE	FALSE	FALSE	2
KIAA1324	TRUE	TRUE	FALSE	FALSE	2
IGF1R	TRUE	TRUE	FALSE	FALSE	2
LOC284578	TRUE	TRUE	FALSE	FALSE	2
SIGLEC15	TRUE	TRUE	FALSE	FALSE	2
ABCC6	TRUE	TRUE	FALSE	FALSE	2
CAMK2B	TRUE	TRUE	FALSE	FALSE	2
MAGEA3	TRUE	TRUE	FALSE	FALSE	2
KLHL34	TRUE	TRUE	FALSE	FALSE	2
C9orf68	TRUE	TRUE	FALSE	FALSE	2
MUC6	TRUE	TRUE	FALSE	FALSE	2
TMEM232	TRUE	TRUE	FALSE	FALSE	2
MICALCL	TRUE	TRUE	FALSE	FALSE	2
KRT86	TRUE	TRUE	FALSE	FALSE	2
VWA2	TRUE	TRUE	FALSE	FALSE	2
GLIPR1L2	TRUE	TRUE	FALSE	FALSE	2
MAST1	TRUE	TRUE	FALSE	FALSE	2
C7	TRUE	TRUE	FALSE	FALSE	2
ATP6V0A4	TRUE	TRUE	FALSE	FALSE	2
L1CAM	TRUE	TRUE	FALSE	FALSE	2
IL1F5	TRUE	TRUE	FALSE	FALSE	2
CHN2	TRUE	TRUE	FALSE	FALSE	2
MYT1	TRUE	TRUE	FALSE	FALSE	2
KIFC1	TRUE	TRUE	FALSE	FALSE	2
CST4	TRUE	TRUE	FALSE	FALSE	2
NPY1R	TRUE	TRUE	FALSE	FALSE	2
IQUB	TRUE	TRUE	FALSE	FALSE	2
RSPO4	TRUE	TRUE	FALSE	FALSE	2
ZFP57	TRUE	TRUE	FALSE	FALSE	2
CBFA2T3	TRUE	TRUE	FALSE	FALSE	2
GLDC	TRUE	TRUE	FALSE	FALSE	2
ITPR1	TRUE	TRUE	FALSE	FALSE	2
CST2	TRUE	TRUE	FALSE	FALSE	2
SERPINB2	TRUE	TRUE	FALSE	FALSE	2
SEMA3E	TRUE	TRUE	FALSE	FALSE	2
ZFP42	TRUE	TRUE	FALSE	FALSE	2
PALM2	TRUE	TRUE	FALSE	FALSE	2
PGM5	TRUE	TRUE	FALSE	FALSE	2
CKAP2L	TRUE	TRUE	FALSE	FALSE	2
HRC	TRUE	TRUE	FALSE	FALSE	2
DMRT1	TRUE	TRUE	FALSE	FALSE	2
IL2RA	TRUE	TRUE	FALSE	FALSE	2
TCF7L1	TRUE	TRUE	FALSE	FALSE	2
PRDM13	TRUE	TRUE	FALSE	FALSE	2
MMRN1	TRUE	TRUE	FALSE	FALSE	2
LRRC56	TRUE	TRUE	FALSE	FALSE	2
ANKLE1	TRUE	TRUE	FALSE	FALSE	2
FGD3	TRUE	TRUE	FALSE	FALSE	2
IQGAP3	TRUE	TRUE	FALSE	FALSE	2
NCRNA00162	TRUE	TRUE	FALSE	FALSE	2
CSAG3	TRUE	TRUE	FALSE	FALSE	2
HBA1	TRUE	TRUE	FALSE	FALSE	2
TEX15	TRUE	TRUE	FALSE	FALSE	2
LUZP2	TRUE	TRUE	FALSE	FALSE	2
TNNT1	TRUE	TRUE	FALSE	FALSE	2
PTPLA	TRUE	TRUE	FALSE	FALSE	2
RAD51AP1	TRUE	TRUE	FALSE	FALSE	2
SERPINB3	TRUE	TRUE	FALSE	FALSE	2
PRTG	TRUE	TRUE	FALSE	FALSE	2
LDHB	TRUE	TRUE	FALSE	FALSE	2
NBPF6	TRUE	TRUE	FALSE	FALSE	2
CASQ1	TRUE	TRUE	FALSE	FALSE	2
TLX1NB	TRUE	TRUE	FALSE	FALSE	2
SERPINB4	TRUE	TRUE	FALSE	FALSE	2
IL20RA	TRUE	TRUE	FALSE	FALSE	2
FAM81B	TRUE	TRUE	FALSE	FALSE	2
FOXD1	TRUE	TRUE	FALSE	FALSE	2
IL1R2	TRUE	TRUE	FALSE	FALSE	2
DUSP4	TRUE	TRUE	FALSE	FALSE	2
EBF4	TRUE	TRUE	FALSE	FALSE	2
ZBTB8B	TRUE	TRUE	FALSE	FALSE	2
ABCC12	TRUE	TRUE	FALSE	FALSE	2
MSMB	TRUE	TRUE	FALSE	FALSE	2
SDPR	TRUE	TRUE	FALSE	FALSE	2
CYP2A7	TRUE	TRUE	FALSE	FALSE	2
NBEA	TRUE	TRUE	FALSE	FALSE	2
C14orf180	TRUE	TRUE	FALSE	FALSE	2
CALB2	TRUE	TRUE	FALSE	FALSE	2
CYP4F12	TRUE	TRUE	FALSE	FALSE	2
MAB21L1	TRUE	TRUE	FALSE	FALSE	2
CIDEC	TRUE	TRUE	FALSE	FALSE	2
ATP13A5	TRUE	TRUE	FALSE	FALSE	2
CIB3	TRUE	TRUE	FALSE	FALSE	2
MYH11	TRUE	TRUE	FALSE	FALSE	2
SLC1A6	TRUE	TRUE	FALSE	FALSE	2
MAGEB1	TRUE	TRUE	FALSE	FALSE	2
PHF21B	TRUE	TRUE	FALSE	FALSE	2
LOC440925	TRUE	TRUE	FALSE	FALSE	2
BTG2	TRUE	TRUE	FALSE	FALSE	2
KLRG2	TRUE	TRUE	FALSE	FALSE	2
RORC	TRUE	TRUE	FALSE	FALSE	2
SPATA4	TRUE	TRUE	FALSE	FALSE	2
PLAT	TRUE	TRUE	FALSE	FALSE	2
FAM135B	TRUE	TRUE	FALSE	FALSE	2
KRT37	TRUE	TRUE	FALSE	FALSE	2
GRIA2	TRUE	TRUE	FALSE	FALSE	2
PEBP4	TRUE	TRUE	FALSE	FALSE	2
SLC5A1	TRUE	TRUE	FALSE	FALSE	2
ASCL1	TRUE	TRUE	FALSE	FALSE	2
SPHKAP	TRUE	TRUE	FALSE	FALSE	2
PIK3CA	TRUE	FALSE	TRUE	FALSE	2
TMC3	TRUE	TRUE	FALSE	FALSE	2
GLRA3	TRUE	TRUE	FALSE	FALSE	2
PCNT	TRUE	FALSE	TRUE	FALSE	2
SUV39H2	FALSE	TRUE	FALSE	FALSE	1
CDK2AP1	FALSE	TRUE	FALSE	FALSE	1
FAM174A	FALSE	TRUE	FALSE	FALSE	1
IVD	FALSE	TRUE	FALSE	FALSE	1
C10orf32	FALSE	TRUE	FALSE	FALSE	1
PAPSS1	FALSE	TRUE	FALSE	FALSE	1
SFT2D2	FALSE	TRUE	FALSE	FALSE	1
MAP3K12	FALSE	TRUE	FALSE	FALSE	1
E2F3	FALSE	TRUE	FALSE	FALSE	1
SRPK1	FALSE	TRUE	FALSE	FALSE	1
SLC22A5	FALSE	TRUE	FALSE	FALSE	1
FAM123B	FALSE	TRUE	FALSE	FALSE	1
PDSS1	FALSE	TRUE	FALSE	FALSE	1
CCDC125	FALSE	TRUE	FALSE	FALSE	1
PSME4	FALSE	TRUE	FALSE	FALSE	1
TRIM3	FALSE	TRUE	FALSE	FALSE	1
YBX1	FALSE	TRUE	FALSE	FALSE	1
IFRD1	FALSE	TRUE	FALSE	FALSE	1
CIRBP	FALSE	TRUE	FALSE	FALSE	1
WFS1	FALSE	TRUE	FALSE	FALSE	1
DEK	FALSE	TRUE	FALSE	FALSE	1
DALRD3	FALSE	TRUE	FALSE	FALSE	1
ATL2	FALSE	TRUE	FALSE	FALSE	1
RABEP1	FALSE	TRUE	FALSE	FALSE	1
ATP6AP1L	FALSE	TRUE	FALSE	FALSE	1
TSC22D3	FALSE	TRUE	FALSE	FALSE	1
TTC8	FALSE	TRUE	FALSE	FALSE	1
BBS4	FALSE	TRUE	FALSE	FALSE	1
ANP32E	FALSE	TRUE	FALSE	FALSE	1
MICALL1	FALSE	TRUE	FALSE	FALSE	1
STMN1	FALSE	TRUE	FALSE	FALSE	1
PNPLA4	FALSE	TRUE	FALSE	FALSE	1
CHEK1	FALSE	TRUE	FALSE	FALSE	1
NCAPD2	FALSE	TRUE	FALSE	FALSE	1
SPATA20	FALSE	TRUE	FALSE	FALSE	1
SLC43A3	FALSE	TRUE	FALSE	FALSE	1
APBB2	FALSE	TRUE	FALSE	FALSE	1
USP6NL	FALSE	TRUE	FALSE	FALSE	1
PDE7A	FALSE	TRUE	FALSE	FALSE	1
RIPK2	FALSE	TRUE	FALSE	FALSE	1
CENPN	FALSE	TRUE	FALSE	FALSE	1
LRTOMT	FALSE	TRUE	FALSE	FALSE	1
PGPEP1	FALSE	TRUE	FALSE	FALSE	1
SKP2	FALSE	TRUE	FALSE	FALSE	1
C5orf36	FALSE	TRUE	FALSE	FALSE	1
CTPS	FALSE	TRUE	FALSE	FALSE	1
DNAL1	FALSE	TRUE	FALSE	FALSE	1
UCK2	FALSE	TRUE	FALSE	FALSE	1
GPSM2	FALSE	TRUE	FALSE	FALSE	1
C4orf34	FALSE	TRUE	FALSE	FALSE	1
PLOD1	FALSE	TRUE	FALSE	FALSE	1
APH1B	FALSE	TRUE	FALSE	FALSE	1
CCDC96	FALSE	TRUE	FALSE	FALSE	1
TMEM123	FALSE	TRUE	FALSE	FALSE	1
RARA	FALSE	TRUE	FALSE	FALSE	1
LBR	FALSE	TRUE	FALSE	FALSE	1
RSU1	FALSE	TRUE	FALSE	FALSE	1
C9orf53	FALSE	TRUE	FALSE	FALSE	1
CCDC159	FALSE	TRUE	FALSE	FALSE	1
TBX19	FALSE	TRUE	FALSE	FALSE	1
SLC46A1	FALSE	TRUE	FALSE	FALSE	1
ADCY9	FALSE	TRUE	FALSE	FALSE	1
DBF4	FALSE	TRUE	FALSE	FALSE	1
MGC3771	FALSE	TRUE	FALSE	FALSE	1
C3orf18	FALSE	TRUE	FALSE	FALSE	1
LIMA1	FALSE	TRUE	FALSE	FALSE	1
ATOH7	FALSE	TRUE	FALSE	FALSE	1
GPD1L	FALSE	TRUE	FALSE	FALSE	1
NKX1-2	FALSE	TRUE	FALSE	FALSE	1
OCEL1	FALSE	TRUE	FALSE	FALSE	1
C9orf40	FALSE	TRUE	FALSE	FALSE	1
CYB5D2	FALSE	TRUE	FALSE	FALSE	1
HSD17B8	FALSE	TRUE	FALSE	FALSE	1
IGFBP4	FALSE	TRUE	FALSE	FALSE	1
KDM4B	FALSE	TRUE	FALSE	FALSE	1
SPEF2	FALSE	TRUE	FALSE	FALSE	1
AMD1	FALSE	TRUE	FALSE	FALSE	1
PVR	FALSE	TRUE	FALSE	FALSE	1
C5orf30	FALSE	TRUE	FALSE	FALSE	1
STRA8	FALSE	TRUE	FALSE	FALSE	1
GHDC	FALSE	TRUE	FALSE	FALSE	1
ZBTB42	FALSE	TRUE	FALSE	FALSE	1
HMGA1	FALSE	TRUE	FALSE	FALSE	1
TMEFF1	FALSE	TRUE	FALSE	FALSE	1
C17orf108	FALSE	TRUE	FALSE	FALSE	1
ZNF385A	FALSE	TRUE	FALSE	FALSE	1
C14orf45	FALSE	TRUE	FALSE	FALSE	1
C6orf115	FALSE	TRUE	FALSE	FALSE	1
RHBDL2	FALSE	TRUE	FALSE	FALSE	1
STIL	FALSE	TRUE	FALSE	FALSE	1
RFC4	FALSE	TRUE	FALSE	FALSE	1
LYPD5	FALSE	TRUE	FALSE	FALSE	1
TP53BP2	FALSE	TRUE	FALSE	FALSE	1
C14orf115	FALSE	TRUE	FALSE	FALSE	1
LRIG1	FALSE	TRUE	FALSE	FALSE	1
POLR3G	FALSE	TRUE	FALSE	FALSE	1
DONSON	FALSE	TRUE	FALSE	FALSE	1
NPDC1	FALSE	TRUE	FALSE	FALSE	1
ACBD4	FALSE	TRUE	FALSE	FALSE	1
NHSL1	FALSE	TRUE	FALSE	FALSE	1
MCCC2	FALSE	TRUE	FALSE	FALSE	1
KLHDC1	FALSE	TRUE	FALSE	FALSE	1
CENPO	FALSE	TRUE	FALSE	FALSE	1
FAAH	FALSE	TRUE	FALSE	FALSE	1
C6orf167	FALSE	TRUE	FALSE	FALSE	1
ZNF467	FALSE	TRUE	FALSE	FALSE	1
DLX6AS	FALSE	TRUE	FALSE	FALSE	1
CSTB	FALSE	TRUE	FALSE	FALSE	1
CCDC18	FALSE	TRUE	FALSE	FALSE	1
NEAT1	FALSE	TRUE	FALSE	FALSE	1
TP53INP1	FALSE	TRUE	FALSE	FALSE	1
KIAA1609	FALSE	TRUE	FALSE	FALSE	1
PHF15	FALSE	TRUE	FALSE	FALSE	1
ODC1	FALSE	TRUE	FALSE	FALSE	1
CPEB2	FALSE	TRUE	FALSE	FALSE	1
BTG3	FALSE	TRUE	FALSE	FALSE	1
BEND3	FALSE	TRUE	FALSE	FALSE	1
LCTL	FALSE	TRUE	FALSE	FALSE	1
TSPAN33	FALSE	TRUE	FALSE	FALSE	1
PDX1	FALSE	TRUE	FALSE	FALSE	1
FAM174B	FALSE	TRUE	FALSE	FALSE	1
CDC7	FALSE	TRUE	FALSE	FALSE	1
SSH3	FALSE	TRUE	FALSE	FALSE	1
OGFRL1	FALSE	TRUE	FALSE	FALSE	1
ASNS	FALSE	TRUE	FALSE	FALSE	1
TGFB3	FALSE	TRUE	FALSE	FALSE	1
KIAA0040	FALSE	TRUE	FALSE	FALSE	1
FSCN1	FALSE	TRUE	FALSE	FALSE	1
IQCH	FALSE	TRUE	FALSE	FALSE	1
PDK1	FALSE	TRUE	FALSE	FALSE	1
LOC153910	FALSE	TRUE	FALSE	FALSE	1
SLC5A6	FALSE	TRUE	FALSE	FALSE	1
CYB5A	FALSE	TRUE	FALSE	FALSE	1
MSN	FALSE	TRUE	FALSE	FALSE	1
C1orf135	FALSE	TRUE	FALSE	FALSE	1
GLI3	FALSE	TRUE	FALSE	FALSE	1
WWP1	FALSE	TRUE	FALSE	FALSE	1
TMEM144	FALSE	TRUE	FALSE	FALSE	1
SRD5A1	FALSE	TRUE	FALSE	FALSE	1
TENC1	FALSE	TRUE	FALSE	FALSE	1
TSPAN15	FALSE	TRUE	FALSE	FALSE	1
GALNT10	FALSE	TRUE	FALSE	FALSE	1
CCDC103	FALSE	TRUE	FALSE	FALSE	1
IFT140	FALSE	TRUE	FALSE	FALSE	1
FBXO36	FALSE	TRUE	FALSE	FALSE	1
FAH	FALSE	TRUE	FALSE	FALSE	1
KIAA1407	FALSE	TRUE	FALSE	FALSE	1
SLC36A4	FALSE	TRUE	FALSE	FALSE	1
PGPEP1L	FALSE	TRUE	FALSE	FALSE	1
MEIS3P1	FALSE	TRUE	FALSE	FALSE	1
SNED1	FALSE	TRUE	FALSE	FALSE	1
SULT1A1	FALSE	TRUE	FALSE	FALSE	1
RNASE4	FALSE	TRUE	FALSE	FALSE	1
ITGB5	FALSE	TRUE	FALSE	FALSE	1
FANCB	FALSE	TRUE	FALSE	FALSE	1
ACOT4	FALSE	TRUE	FALSE	FALSE	1
FAM63A	FALSE	TRUE	FALSE	FALSE	1
CHAC2	FALSE	TRUE	FALSE	FALSE	1
C11orf90	FALSE	TRUE	FALSE	FALSE	1
ULK4	FALSE	TRUE	FALSE	FALSE	1
RIBC1	FALSE	TRUE	FALSE	FALSE	1
MMP20	FALSE	TRUE	FALSE	FALSE	1
HHAT	FALSE	TRUE	FALSE	FALSE	1
SEMA3F	FALSE	TRUE	FALSE	FALSE	1
FLJ42289	FALSE	TRUE	FALSE	FALSE	1
PELI1	FALSE	TRUE	FALSE	FALSE	1
GSG2	FALSE	TRUE	FALSE	FALSE	1
MYO10	FALSE	TRUE	FALSE	FALSE	1
ZNF280A	FALSE	TRUE	FALSE	FALSE	1
PEX11A	FALSE	TRUE	FALSE	FALSE	1
FBXL7	FALSE	TRUE	FALSE	FALSE	1
FAM19A4	FALSE	TRUE	FALSE	FALSE	1
TMEM25	FALSE	TRUE	FALSE	FALSE	1
C11orf75	FALSE	TRUE	FALSE	FALSE	1
FGF21	FALSE	TRUE	FALSE	FALSE	1
CNTD1	FALSE	TRUE	FALSE	FALSE	1
RBM38	FALSE	TRUE	FALSE	FALSE	1
KIF13B	FALSE	TRUE	FALSE	FALSE	1
HMSD	FALSE	TRUE	FALSE	FALSE	1
CHST15	FALSE	TRUE	FALSE	FALSE	1
MPZL2	FALSE	TRUE	FALSE	FALSE	1
PHOSPHO2	FALSE	TRUE	FALSE	FALSE	1
EIF2C2	FALSE	TRUE	FALSE	FALSE	1
UBE2E3	FALSE	TRUE	FALSE	FALSE	1
FRY	FALSE	TRUE	FALSE	FALSE	1
LOC400043	FALSE	TRUE	FALSE	FALSE	1
SLC26A1	FALSE	TRUE	FALSE	FALSE	1
BHLHE40	FALSE	TRUE	FALSE	FALSE	1
NECAB3	FALSE	TRUE	FALSE	FALSE	1
CHAF1B	FALSE	TRUE	FALSE	FALSE	1
CLLU1OS	FALSE	TRUE	FALSE	FALSE	1
MORN1	FALSE	TRUE	FALSE	FALSE	1
C1GALT1	FALSE	TRUE	FALSE	FALSE	1
NFATC4	FALSE	TRUE	FALSE	FALSE	1
AHNAK	FALSE	TRUE	FALSE	FALSE	1
ATP8B1	FALSE	TRUE	FALSE	FALSE	1
ECE2	FALSE	TRUE	FALSE	FALSE	1
KHDRBS3	FALSE	TRUE	FALSE	FALSE	1
LASS4	FALSE	TRUE	FALSE	FALSE	1
GPR161	FALSE	TRUE	FALSE	FALSE	1
LPIN1	FALSE	TRUE	FALSE	FALSE	1
TCEAL6	FALSE	TRUE	FALSE	FALSE	1
C2orf55	FALSE	TRUE	FALSE	FALSE	1
CCDC30	FALSE	TRUE	FALSE	FALSE	1
LYN	FALSE	TRUE	FALSE	FALSE	1
NCS1	FALSE	TRUE	FALSE	FALSE	1
MZF1	FALSE	TRUE	FALSE	FALSE	1
FAM60A	FALSE	TRUE	FALSE	FALSE	1
TCEAL3	FALSE	TRUE	FALSE	FALSE	1
SLC22A23	FALSE	TRUE	FALSE	FALSE	1
BLM	FALSE	TRUE	FALSE	FALSE	1
SCN1B	FALSE	TRUE	FALSE	FALSE	1
C9orf106	FALSE	TRUE	FALSE	FALSE	1
SCCPDH	FALSE	TRUE	FALSE	FALSE	1
EZH2	FALSE	TRUE	FALSE	FALSE	1
BLVRA	FALSE	TRUE	FALSE	FALSE	1
ELOVL5	FALSE	TRUE	FALSE	FALSE	1
DSCC1	FALSE	TRUE	FALSE	FALSE	1
PECI	FALSE	TRUE	FALSE	FALSE	1
CST3	FALSE	TRUE	FALSE	FALSE	1
SLC35F2	FALSE	TRUE	FALSE	FALSE	1
VIPR1	FALSE	TRUE	FALSE	FALSE	1
FMNL2	FALSE	TRUE	FALSE	FALSE	1
CROT	FALSE	TRUE	FALSE	FALSE	1
MYO5C	FALSE	TRUE	FALSE	FALSE	1
CLDN16	FALSE	TRUE	FALSE	FALSE	1
DNMT3B	FALSE	TRUE	FALSE	FALSE	1
IMPA2	FALSE	TRUE	FALSE	FALSE	1
ST3GAL6	FALSE	TRUE	FALSE	FALSE	1
B3GNT7	FALSE	TRUE	FALSE	FALSE	1
SEPP1	FALSE	TRUE	FALSE	FALSE	1
KIF16B	FALSE	TRUE	FALSE	FALSE	1
KRT222	FALSE	TRUE	FALSE	FALSE	1
SALL2	FALSE	TRUE	FALSE	FALSE	1
KCTD6	FALSE	TRUE	FALSE	FALSE	1
DUSP5	FALSE	TRUE	FALSE	FALSE	1
FOXL1	FALSE	TRUE	FALSE	FALSE	1
CEBPB	FALSE	TRUE	FALSE	FALSE	1
CSRP2	FALSE	TRUE	FALSE	FALSE	1
GINS4	FALSE	TRUE	FALSE	FALSE	1
MFGE8	FALSE	TRUE	FALSE	FALSE	1
PLA2G16	FALSE	TRUE	FALSE	FALSE	1
C2orf81	FALSE	TRUE	FALSE	FALSE	1
NT5DC2	FALSE	TRUE	FALSE	FALSE	1
GRM6	FALSE	TRUE	FALSE	FALSE	1
MCF2L2	FALSE	TRUE	FALSE	FALSE	1
LANCL3	FALSE	TRUE	FALSE	FALSE	1
RNF222	FALSE	TRUE	FALSE	FALSE	1
C6orf150	FALSE	TRUE	FALSE	FALSE	1
ZCCHC24	FALSE	TRUE	FALSE	FALSE	1
JRKL	FALSE	TRUE	FALSE	FALSE	1
ZNF454	FALSE	TRUE	FALSE	FALSE	1
KIAA1524	FALSE	TRUE	FALSE	FALSE	1
TYMS	FALSE	TRUE	FALSE	FALSE	1
SMOC2	FALSE	TRUE	FALSE	FALSE	1
MFSD2B	FALSE	TRUE	FALSE	FALSE	1
CDK6	FALSE	TRUE	FALSE	FALSE	1
SLC25A37	FALSE	TRUE	FALSE	FALSE	1
ATP11A	FALSE	TRUE	FALSE	FALSE	1
CCDC24	FALSE	TRUE	FALSE	FALSE	1
EPOR	FALSE	TRUE	FALSE	FALSE	1
LOC339674	FALSE	TRUE	FALSE	FALSE	1
C2orf77	FALSE	TRUE	FALSE	FALSE	1
PRKD3	FALSE	TRUE	FALSE	FALSE	1
TNFRSF21	FALSE	TRUE	FALSE	FALSE	1
SCHIP1	FALSE	TRUE	FALSE	FALSE	1
MAN1C1	FALSE	TRUE	FALSE	FALSE	1
CAMK2N1	FALSE	TRUE	FALSE	FALSE	1
TSPAN13	FALSE	TRUE	FALSE	FALSE	1
C11orf35	FALSE	TRUE	FALSE	FALSE	1
EPB41L4A	FALSE	TRUE	FALSE	FALSE	1
PRICKLE2	FALSE	TRUE	FALSE	FALSE	1
DNMBP	FALSE	TRUE	FALSE	FALSE	1
GUSBL1	FALSE	TRUE	FALSE	FALSE	1
TMEM217	FALSE	TRUE	FALSE	FALSE	1
PEX11G	FALSE	TRUE	FALSE	FALSE	1
RAD51AP2	FALSE	TRUE	FALSE	FALSE	1
KIF18A	FALSE	TRUE	FALSE	FALSE	1
TMEM229B	FALSE	TRUE	FALSE	FALSE	1
TRIP13	FALSE	TRUE	FALSE	FALSE	1
EPHB3	FALSE	TRUE	FALSE	FALSE	1
FAM110B	FALSE	TRUE	FALSE	FALSE	1
C17orf58	FALSE	TRUE	FALSE	FALSE	1
CCDC150	FALSE	TRUE	FALSE	FALSE	1
C2orf27A	FALSE	TRUE	FALSE	FALSE	1
MPP7	FALSE	TRUE	FALSE	FALSE	1
CPE	FALSE	TRUE	FALSE	FALSE	1
LOC100130872	FALSE	TRUE	FALSE	FALSE	1
SOD2	FALSE	TRUE	FALSE	FALSE	1
C6orf201	FALSE	TRUE	FALSE	FALSE	1
HOXC5	FALSE	TRUE	FALSE	FALSE	1
LOC115110	FALSE	TRUE	FALSE	FALSE	1
DMRTA2	FALSE	TRUE	FALSE	FALSE	1
SEL1L3	FALSE	TRUE	FALSE	FALSE	1
B3GNT8	FALSE	TRUE	FALSE	FALSE	1
FLJ44606	FALSE	TRUE	FALSE	FALSE	1
BAG2	FALSE	TRUE	FALSE	FALSE	1
PSRC1	FALSE	TRUE	FALSE	FALSE	1
HRK	FALSE	TRUE	FALSE	FALSE	1
SLC9A6	FALSE	TRUE	FALSE	FALSE	1
KITLG	FALSE	TRUE	FALSE	FALSE	1
CCDC106	FALSE	TRUE	FALSE	FALSE	1
COTL1	FALSE	TRUE	FALSE	FALSE	1
TMEM38A	FALSE	TRUE	FALSE	FALSE	1
FAM161B	FALSE	TRUE	FALSE	FALSE	1
FUT8	FALSE	TRUE	FALSE	FALSE	1
AGBL2	FALSE	TRUE	FALSE	FALSE	1
GBP1	FALSE	TRUE	FALSE	FALSE	1
ZDHHC11	FALSE	TRUE	FALSE	FALSE	1
CLEC7A	FALSE	TRUE	FALSE	FALSE	1
CCDC82	FALSE	TRUE	FALSE	FALSE	1
NEIL1	FALSE	TRUE	FALSE	FALSE	1
GLIPR2	FALSE	TRUE	FALSE	FALSE	1
NCAPH	FALSE	TRUE	FALSE	FALSE	1
MALL	FALSE	TRUE	FALSE	FALSE	1
CALCB	FALSE	TRUE	FALSE	FALSE	1
C11orf82	FALSE	TRUE	FALSE	FALSE	1
PLEKHG1	FALSE	TRUE	FALSE	FALSE	1
CMTM7	FALSE	TRUE	FALSE	FALSE	1
RAB17	FALSE	TRUE	FALSE	FALSE	1
PFKP	FALSE	TRUE	FALSE	FALSE	1
SIGIRR	FALSE	TRUE	FALSE	FALSE	1
SERP2	FALSE	TRUE	FALSE	FALSE	1
SLC2A10	FALSE	TRUE	FALSE	FALSE	1
PLCG2	FALSE	TRUE	FALSE	FALSE	1
MOSC2	FALSE	TRUE	FALSE	FALSE	1
PLCD4	FALSE	TRUE	FALSE	FALSE	1
KPNA2	FALSE	TRUE	FALSE	FALSE	1
CARD10	FALSE	TRUE	FALSE	FALSE	1
TET1	FALSE	TRUE	FALSE	FALSE	1
MGC72080	FALSE	TRUE	FALSE	FALSE	1
MAMLD1	FALSE	TRUE	FALSE	FALSE	1
XRCC2	FALSE	TRUE	FALSE	FALSE	1
RASGEF1B	FALSE	TRUE	FALSE	FALSE	1
MCM4	FALSE	TRUE	FALSE	FALSE	1
WDR52	FALSE	TRUE	FALSE	FALSE	1
CAB39L	FALSE	TRUE	FALSE	FALSE	1
CATSPERG	FALSE	TRUE	FALSE	FALSE	1
CISH	FALSE	TRUE	FALSE	FALSE	1
LTC4S	FALSE	TRUE	FALSE	FALSE	1
MURC	FALSE	TRUE	FALSE	FALSE	1
SLC16A1	FALSE	TRUE	FALSE	FALSE	1
LOC148696	FALSE	TRUE	FALSE	FALSE	1
IQCD	FALSE	TRUE	FALSE	FALSE	1
WWTR1	FALSE	TRUE	FALSE	FALSE	1
B3GNT4	FALSE	TRUE	FALSE	FALSE	1
CDCA5	FALSE	TRUE	FALSE	FALSE	1
PPARA	FALSE	TRUE	FALSE	FALSE	1
HIGD1B	FALSE	TRUE	FALSE	FALSE	1
LOC100128239	FALSE	TRUE	FALSE	FALSE	1
ROS1	FALSE	TRUE	FALSE	FALSE	1
TM7SF2	FALSE	TRUE	FALSE	FALSE	1
MCART6	FALSE	TRUE	FALSE	FALSE	1
LOC100128788	FALSE	TRUE	FALSE	FALSE	1
MTBP	FALSE	TRUE	FALSE	FALSE	1
RAET1K	FALSE	TRUE	FALSE	FALSE	1
ARHGAP11A	FALSE	TRUE	FALSE	FALSE	1
GALNT7	FALSE	TRUE	FALSE	FALSE	1
TRIML2	FALSE	TRUE	FALSE	FALSE	1
C9orf47	FALSE	TRUE	FALSE	FALSE	1
ZNF671	FALSE	TRUE	FALSE	FALSE	1
MCM2	FALSE	TRUE	FALSE	FALSE	1
RTN2	FALSE	TRUE	FALSE	FALSE	1
HPGDS	FALSE	TRUE	FALSE	FALSE	1
HEPHL1	FALSE	TRUE	FALSE	FALSE	1
MAD2L1	FALSE	TRUE	FALSE	FALSE	1
SELENBP1	FALSE	TRUE	FALSE	FALSE	1
PSAPL1	FALSE	TRUE	FALSE	FALSE	1
IFITM2	FALSE	TRUE	FALSE	FALSE	1
DZIP1	FALSE	TRUE	FALSE	FALSE	1
ZSWIM5	FALSE	TRUE	FALSE	FALSE	1
ASAH1	FALSE	TRUE	FALSE	FALSE	1
LETM2	FALSE	TRUE	FALSE	FALSE	1
FLJ36777	FALSE	TRUE	FALSE	FALSE	1
SLC45A1	FALSE	TRUE	FALSE	FALSE	1
KIF23	FALSE	TRUE	FALSE	FALSE	1
TRERF1	FALSE	TRUE	FALSE	FALSE	1
CYBRD1	FALSE	TRUE	FALSE	FALSE	1
C1orf94	FALSE	TRUE	FALSE	FALSE	1
MYST4	FALSE	TRUE	FALSE	FALSE	1
MYO15B	FALSE	TRUE	FALSE	FALSE	1
